case	log	event_kind	phase	authority	parallel_copy	execution_site	destination_storage	source_storage	move_reason	move_count	first_owner	coherence_family	authority_disposition
src/pr61517.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr61517.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr61673.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr61673.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr62151.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr62151.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr63209.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr63209.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr63302.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr63302.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr63659.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr63659.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr64255.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr64255.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr64260.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr64260.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr64682.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr64682.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr64718.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr64718.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr64756.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr64756.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr64957.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr64957.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr65215-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr65215-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr65215-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr65215-2.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr65215-3.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr65215-3.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr65215-4.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr65215-4.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr65215-5.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr65215-5.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr65418-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr65418-1.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr65418-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr65418-2.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr66187.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr66187.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr67037.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr67037.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr68185.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr68185.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr68249.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr68249.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr68321.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr68321.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr68376-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr68376-2.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr68506.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr68506.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	edge_consumer_preservation_register_to_register	2	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr68532.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr68532.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr68841.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr68841.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr68911.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr68911.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr69097-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr69097-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr69097-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr69097-2.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr69320-3.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr69320-3.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_stack_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr69320-4.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr69320-4.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	3	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr69403.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr69403.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr70222-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr70222-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr70429.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr70429.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr70586.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr70586.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	stack_slot	<not_reported>	edge_consumer_preservation_register_to_stack	2	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr70602.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr70602.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	edge_consumer_preservation_register_to_register	5	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr77766.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr77766.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_stack_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr78378.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr78378.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr78477.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr78477.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr78559.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr78559.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr78586.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr78586.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr78617.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr78617.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	edge_consumer_preservation_register_to_register	2	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr78675.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr78675.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	edge_consumer_preservation_register_to_register	2	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr78720.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr78720.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr78791.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr78791.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr78856.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr78856.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	edge_consumer_preservation_register_to_register	4	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr79450.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr79450.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr81281.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr81281.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr81423.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr81423.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr81913.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr81913.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr82192.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr82192.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr83269.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr83269.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr83362.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr83362.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr83477.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr83477.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	stack_slot	<not_reported>	edge_consumer_preservation_register_to_stack	4	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr84339.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr84339.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr85529-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr85529-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr85582-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr85582-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr85582-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr85582-2.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr85582-3.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr85582-3.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr86492.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr86492.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/pr87290.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr87290.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr87623.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr87623.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr89195.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr89195.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr89369.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr89369.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_stack_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/pr90949.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_pr90949.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/shiftdi.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_shiftdi.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_stack_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/shiftopt-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_shiftopt-1.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	2	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/ssad-run.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_ssad-run.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_stack_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/strcmp-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_strcmp-1.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/strct-pack-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_strct-pack-1.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/strct-pack-3.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_strct-pack-3.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/strct-pack-4.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_strct-pack-4.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/strncmp-1.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_strncmp-1.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/struct-ini-3.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_struct-ini-3.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/struct-ret-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_struct-ret-2.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	phi_join_register_to_register	1	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/usad-run.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_usad-run.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_stack_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/usmul.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_usmul.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/vrp-2.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_vrp-2.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	edge_consumer_preservation_register_to_register	2	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/vrp-3.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_vrp-3.c/case.log	pre_terminator_copies	block_entry	out_of_ssa_parallel_copy	yes	predecessor_terminator	register	<not_reported>	edge_consumer_preservation_register_to_register	2	rv64_out_of_ssa_parallel_copy_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_parallel_copy_authority
src/vrp-4.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_vrp-4.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
src/vrp-5.c	/workspaces/c4c/build/rv64_gcc_c_torture_backend/src_vrp-5.c/case.log	before_instruction_copies	before_instruction	none	no	<not_applicable>	stack_slot	<not_reported>	consumer_register_to_stack	1	rv64_before_instruction_prepared_move_materialization	coherent_prepared_authority_unlowered_rv64	complete_ordinary_move_bundle_authority
